date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:05	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259ef17c1-a70e%22	https://thx-html.fruitfulcode.com/wp-content/themes/thx-html/assets/js/owl.carousel.min.js	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/wp-content/themes/thx-html/assets/js/owl.carousel.min.js	(from https://thx-html.fruitfulcode.com/)
21:53:06	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2026%20Jul%202019%2016:53:06%20GMT	https://www.googletagmanager.com/gtm.js?id=	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/www.googletagmanager.com/gtm.105445.delayed	(from https://thx-html.fruitfulcode.com/)
21:53:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:06%20GMT	https://thx-html.fruitfulcode.com/charity-login	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-login	(from https://thx-html.fruitfulcode.com/)
21:53:07	6479/6479	---M--	200	added ('OK')	image/png	etag:%2259ef1796-194f%22	https://thx-html.fruitfulcode.com/wp-content/themes/thx-html/assets/images/logo.png	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/wp-content/themes/thx-html/assets/images/logo.png	(from https://thx-html.fruitfulcode.com/)
21:53:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:08%20GMT	https://thx-html.fruitfulcode.com/ecology-home	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/ecology-home	(from https://thx-html.fruitfulcode.com/)
21:53:09	6729/6729	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:08%20GMT	https://thx-html.fruitfulcode.com/charity-login/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-login/index.html	(from https://thx-html.fruitfulcode.com/)
21:53:09	43811/43811	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:09%20GMT	https://thx-html.fruitfulcode.com/ecology-home/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/ecology-home/index.html	(from https://thx-html.fruitfulcode.com/)
21:53:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:11%20GMT	https://thx-html.fruitfulcode.com/charity-404	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-404.14.delayed	(from https://thx-html.fruitfulcode.com/)
21:53:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:11%20GMT	https://thx-html.fruitfulcode.com/charity-features	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-features	(from https://thx-html.fruitfulcode.com/)
21:53:12	4888/4888	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:12%20GMT	https://thx-html.fruitfulcode.com/charity-404/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-404/index.html	(from https://thx-html.fruitfulcode.com/)
21:53:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:12%20GMT	https://thx-html.fruitfulcode.com/charity-gallery	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-gallery	(from https://thx-html.fruitfulcode.com/)
21:53:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:13%20GMT	https://thx-html.fruitfulcode.com/charity-about-us	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-about-us	(from https://thx-html.fruitfulcode.com/)
21:53:14	10750/10750	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:13%20GMT	https://thx-html.fruitfulcode.com/charity-gallery/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-gallery/index.html	(from https://thx-html.fruitfulcode.com/)
21:53:14	20603/20603	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:13%20GMT	https://thx-html.fruitfulcode.com/charity-features/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-features/index.html	(from https://thx-html.fruitfulcode.com/)
21:53:14	17942/17942	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:14%20GMT	https://thx-html.fruitfulcode.com/charity-about-us/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-about-us/index.html	(from https://thx-html.fruitfulcode.com/)
21:53:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:15%20GMT	https://thx-html.fruitfulcode.com/charity-our-causes	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-our-causes.18.delayed	(from https://thx-html.fruitfulcode.com/)
21:53:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:16%20GMT	https://thx-html.fruitfulcode.com/charity-our-causes-2-columns	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-our-causes-2-columns	(from https://thx-html.fruitfulcode.com/)
21:53:17	19345/19345	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:16%20GMT	https://thx-html.fruitfulcode.com/charity-our-causes/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-our-causes/index.html	(from https://thx-html.fruitfulcode.com/)
21:53:17	18191/18191	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:17%20GMT	https://thx-html.fruitfulcode.com/charity-our-causes-2-columns/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-our-causes-2-columns/index.html	(from https://thx-html.fruitfulcode.com/)
21:53:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:17%20GMT	https://thx-html.fruitfulcode.com/charity-our-causes-3-columns	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-our-causes-3-columns	(from https://thx-html.fruitfulcode.com/)
21:53:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:18%20GMT	https://thx-html.fruitfulcode.com/charity-single-causes	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-single-causes	(from https://thx-html.fruitfulcode.com/)
21:53:19	23064/23064	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:18%20GMT	https://thx-html.fruitfulcode.com/charity-our-causes-3-columns/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-our-causes-3-columns/index.html	(from https://thx-html.fruitfulcode.com/)
21:53:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2016:53:19%20GMT	https://thx-html.fruitfulcode.com/charity-news	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-news	(from https://thx-html.fruitfulcode.com/)
21:53:20	12583/12583	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2016:53:19%20GMT	https://thx-html.fruitfulcode.com/charity-single-causes/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc5/thx-html.fruitfulcode.com/charity-single-causes/index.html	(from https://thx-html.fruitfulcode.com/)
